Name,Age,Class/Dept,Ticket,Joined,Job,Boat [Body]
"RICHARD, Mr Emile Phillippe",23,2nd Class Passenger,2133£15 11d,Cherbourg,,
"RICHARDS, Mrs Emily",24,2nd Class Passenger,29106£18 15s,Southampton,,
"RICHARDS, Master William Rowe",3,2nd Class Passenger,29106£18 15s,Southampton,,
"RICHARDS, Master Sibley George",9m,2nd Class Passenger,29106£18 15s,Southampton,,
"RICHARDS, Mr Joseph James",30,Engineering Crew,,Southampton,Fireman,
"RICKMAN, Mr George Albert",36,Engineering Crew,,Southampton,Fireman,
"RICKS, Mr Cyril Gordon",22,Victualling Crew,,Southampton,Storekeeper,[100]
"RIDOUT, Mr Walter George",29,Victualling Crew,,Southampton,Second Class Saloon Steward,
"RIDSDALE, Miss Lucy",58,2nd Class Passenger,14258£10 10s,Southampton,,
"RIGHINI, Mr Sante",28,1st Class PassengerServant,17760£135 12s 8d,Cherbourg,Servant,[232]
"RIGOZZI, Mr Abele",22,Restaurant Staff,,Southampton,Assistant Waiter,[115]
"RIIHIVUORI, Miss Susanna Juhantytär",22,3rd Class Passenger,3101295£39 13s 9d,Southampton,,
"RIMMER, Mr Gilbert",29,Victualling Crew,,Southampton,Saloon Steward,
"RINTAMÄKI, Mr Matti",35,3rd Class Passenger,3101273£7 2s 6d,Southampton,General Labourer,
"RIORDAN, Miss Hannah",21,3rd Class Passenger,334915£7 14s 5d,Queenstown,,
"RISIEN, Mr Samuel Beard",69,3rd Class Passenger,364498£14 10s,Southampton,Hotelier,
"RISIEN, Mrs Emma Jane",64,3rd Class Passenger,364498£14 10s,Southampton,,
"ROBERT, Mrs Elisabeth Walton",43,1st Class Passenger,24160£211 6s 9d,Southampton,Of Independent Means,2
"ROBERTON, Mr George Edward",19,Victualling Crew,,Southampton,Assistant Saloon Steward (2nd Class),[127]
"ROBERTS, Mrs Mary Kezia",41,Victualling Crew,,Southampton,Stewardess,
"ROBERTS, Mr Frank John",36,Victualling Crew,,Belfast,Third Butcher,[231]
"ROBERTS, Mr Hugh H.",40,Victualling Crew,,Belfast,Bed Room Steward,[93]
"ROBERTS, Mr Robert George",35,Engineering Crew,,Southampton,Fireman,
"ROBINS, Mr Alexander",50,3rd Class Passenger,3337£14 10s,Southampton,Mason,[119]
"ROBINS, Mrs Charity",48,3rd Class Passenger,3337£14 10s,Southampton,,[7]
"ROBINS, Mr Victor",45,1st Class PassengerServant,17757£247 10s 6d,Cherbourg,Servant,
"ROBINSON, Mrs Annie",47,Victualling Crew,,Southampton,Stewardess,11
"ROBINSON, Mr James William",30,Victualling Crew,,Southampton,Saloon Steward (1st class),[151]
"ROBINSON, Mr Thomas",30,Engineering Crew(Delivery trip only),,Belfast,Trimmer,
"ROBINSON, Mr Samuel",43,Deck Crew(Delivery trip only),,Belfast,Able Seaman,
"ROEBLING, Mr Washington Augustus",31,1st Class Passenger,17590£50 9s 11d,Southampton,Of Independent Means,
"ROGAN, Mr Patrick",43,Engineering Crew(Delivery trip only),,Belfast,Greaser,
"ROGERS, Mr Edward James William",31,Victualling Crew,,Southampton,Assistant Storekeeper,[282]
"ROGERS, Mr Michael Joseph",26,Victualling Crew,,Southampton,Saloon Steward,
"ROGERS, Mr Reginald Harry",18,2nd Class Passenger,28004£10 10s,Southampton,,
"ROGERS, Mr William John",29,3rd Class Passenger,23567£8 1s,Southampton,Miner,
"ROMAINE, Mr Charles Hallace",45,1st Class Passenger,111428£26 11s,Southampton,Stockbroker,
"ROMMETVEDT, Mr Knud Paust",49,3rd Class Passenger,312993£7 15s 6d,Southampton,Ship's officer,
"RONDBERG, Mr Edvard Larsson",22,3rd Class Passenger,347065£7 15s 6d,Southampton,Cook,
"ROOD, Mr Hugh Roscoe",39,1st Class Passenger,113767£50,Southampton,Businessman,
"ROSBLOM, Mrs Helena Wilhelmina",41,3rd Class Passenger,370129£20 4s 3d,Southampton,,
"ROSBLOM, Miss Salli Helena",2,3rd Class Passenger,370129£20 4s 3d,Southampton,,
"ROSBLOM, Mr Viktor Richard",18,3rd Class Passenger,370129£20 4s 3d,Southampton,General Labourer,
"ROSENBAUM, Miss Edith Louise",32,1st Class Passenger,17613£27 14s 5d,Cherbourg,Journalist,11
"ROSENSHINE, Mr George",45,1st Class Passenger,17585£79 4d,Cherbourg,Merchant,[16]
"ROSS, Mr Horace Leopold",38,Victualling Crew,,Southampton,Scullion,
"ROSS, Mr John Hugo",36,1st Class Passenger,13049£40 2s 6d,Southampton,,
"ROTH, Miss Sarah",26,3rd Class Passenger,342712£8 1s,Southampton,Tailor,C 
"ROTHES, Lucy Noël Martha, Countess of",33,1st Class Passenger,110152£86 10s,Southampton,Of Independent Means,8
"ROTHSCHILD, Mr Martin",46,1st Class Passenger,17603£59 8s,Cherbourg,,
"ROTHSCHILD, Mrs Elizabeth Jane Anne",54,1st Class Passenger,17603£59 8s,Cherbourg,,6
"ROTTA, Sig. Angelo Mario",23,Restaurant Staff,,Southampton,Waiter,
"ROUS, Mr Arthur John",26,Engineering Crew,,Belfast,Plumber,
"ROUSE, Mr Richard Henry",55,3rd Class Passenger,3594£8 1s,Southampton,Farm Labourer,
"ROUSSEAU, Mr Pierre",48,Restaurant Staff,,Southampton,Chef,
"ROWE, Mr Edgar Maurice",31,Victualling Crew,,Belfast,Saloon Steward (1st class),
"ROWE, Mr George Thomas",31,Deck Crew,,Belfast,Quartermaster,C 
"ROWE, Mr Alfred G.",59,1st Class Passenger,113790£26 11s,Southampton,Landowner,[109]
"RUDD, Mr Henry",24,Engineering Crew,,Southampton,Engineers' storekeeper,[86]
"RUGG, Miss Emily",22,2nd Class Passenger,31026£10 10s,Southampton,,12
"RULE, Mr Samuel James",58,Victualling Crew,,Belfast,Bathroom Steward (1st Class),15
"RUSH, Mr Alfred George John",17,3rd Class Passenger,20589£8 1s,Southampton,Porter,
"RUSSELL, Mr Boysie Richard",17,Victualling Crew,,Southampton,Saloon Steward (2nd class),
"RUTTER, Mr Sidney Frank",26,Engineering Crew,,Southampton,Fireman,
"RYAN, Mr Thomas",28,Victualling Crew,,Southampton,Steward,
"RYAN, Mr Patrick",32,3rd Class Passenger,371110£24 3s,Queenstown,General Labourer,
"RYAN, Mr Edward",24,3rd Class Passenger,383162£7 15s,Queenstown,General Labourer,
"RYERSON, Master John Borie",13,1st Class Passenger,17608£262 7s 6d,Cherbourg,,4
"RYERSON, Mr William Edwy",33,Victualling Crew,,Southampton,Saloon Steward (2nd class),9* 
"RYERSON, Mr Arthur Larned",61,1st Class Passenger,17608£262 7s 6d,Cherbourg,,
"RYERSON, Mrs Emily Maria",48,1st Class Passenger,17608£262 7s 6d,Cherbourg,,4
"RYERSON, Miss Emily Borie",18,1st Class Passenger,17608£262 7s 6d,Cherbourg,,4
"RYERSON, Miss Susan Parker",21,1st Class Passenger,17608£262 7s 6d,Cherbourg,,4
"SAAD, Mr Amin Houssein",30,3rd Class Passenger,2671£7 4s 7d,Cherbourg,Farm Labourer,
"SAALFELD, Mr Adolphe",47,1st Class Passenger,19988£30 10s,Southampton,Businessman,
"SACCAGGI, Mr Giovanni Giuseppe Emilio",24,Restaurant Staff,,Southampton,Assistant Waiter,
"SADLIER, Mr Matthew",19,3rd Class Passenger,367655£7 14s 7d,Queenstown,Farm Labourer,
"SADOWITZ, Mr Henry",17,3rd Class Passenger,1855£7 11s 10d,Southampton,Fur Cutter,
"SAGE, Mr John George",44,3rd Class Passenger,2343£69 11s,Southampton,Tradesman,
"SAGE, Mrs Annie Elizabeth",44,3rd Class Passenger,2343£69 11s,Southampton,,
"SAGE, Miss Stella Anne",20,3rd Class Passenger,2343£69 11s,Southampton,Dressmaker / Couturiere,
"SAGE, Mr George John",19,3rd Class Passenger,2343£69 11s,Southampton,Barman,
"SAGE, Mr Douglas Bullen",18,3rd Class Passenger,2343£69 11s,Southampton,Baker,
"SAGE, Mr Frederick",16,3rd Class Passenger,2343£69 11s,Southampton,Cook,
"SAGE, Miss Dorothy Florence",14,3rd Class Passenger,2343£69 11s,Southampton,Scholar,
"SAGE, Master Anthony William",12,3rd Class Passenger,2343£69 11s,Southampton,,[67]
"SAGE, Miss Elizabeth Ada",10,3rd Class Passenger,2343£69 11s,Southampton,,
"SAGE, Miss Constance Gladys",7,3rd Class Passenger,2343£69 11s,Southampton,,
"SAGE, Master Thomas Henry",5,3rd Class Passenger,2343£69 11s,Southampton,,
"SÄGESSER, Mlle Emma",24,1st Class PassengerServant,17477£69 6s,Cherbourg,Personal Maid,9
"SALANDER, Mr Karl Johan",24,3rd Class Passenger,7266£9 6s 6d,Southampton,General Labourer,
"SALKJELSVIK, Miss Anna Kristine",21,3rd Class Passenger,343120£7 13s,Southampton,,C* 
"SALOMON, Mr Abraham Lincoln",43,1st Class Passenger,111163£26,Southampton,Businessman,1
"SALONEN, Mr Johan Werner",29,3rd Class Passenger,3101296£7 18s 6d,Southampton,General Labourer,
"SALUSSOLIA, Mr Govanni",25,Restaurant Staff,,Southampton,Glass Man,
"SAMAAN, Mr Hanna Elias",40,3rd Class Passenger,2662£21 13s 7d,Cherbourg,General Labourer,
"SAMAAN, Mr Elias",17,3rd Class Passenger,2662£21 13s 7d,Cherbourg,General Labourer,
"SAMAAN, Mr Youssef",16,3rd Class Passenger,2662£21 13s 7d,Cherbourg,General Labourer,
"SAMUEL, Mr Owen Wilmore",47,Victualling Crew,,Southampton,Saloon Steward (2nd class),[217]
"SANDERSON, Mr Harold Arthur",52,1st Class Passenger,,Belfast,Shipowner,
"SANDSTRÖM, Mrs Agnes Charlotta",24,3rd Class Passenger,9549£16 14s,Southampton,,13
"SANDSTRÖM, Miss Beatrice Irene",1,3rd Class Passenger,9549£16 14s,Southampton,,13
"SANDSTRÖM, Miss Marguerite Rut",4,3rd Class Passenger,9549£16 14s,Southampton,,13
"SANGSTER, Mr Charles Edward",30,Engineering Crew,,Southampton,Fireman,
"SAP, Mr Julius",21,3rd Class Passenger,345768£9 10s,Southampton,,
"SARTORI, Sig. Lazar",24,Restaurant Staff,,Southampton,Assistant Glass Man,
"SAUNDERCOCK, Mr William Henry",19,3rd Class Passenger,2151£8 1s,Southampton,Miner,
"SAUNDERS, Mr William Ernest",32,Victualling Crew,,Southampton,Saloon Steward,
"SAUNDERS, Mr F.",22,Engineering Crew,,Southampton,Fireman,
"SAUNDERS, Mr Walter Ernest",25,Engineering Crew,,Southampton,Trimmer,[184]
"SAUNDERS, Mr William Henry",31,Engineering Crew,,Southampton,Fireman,
"SAVAGE, Mr Charles James",23,Victualling Crew,,Southampton,Steward,
"SAWYER, Mr Robert James",31,Deck Crew,,Southampton,Window Cleaner,
"SAWYER, Mr Frederick Charles",24,3rd Class Passenger,342826£8 1s,Southampton,Gardener,[284]
"SCANLAN, Mr James",20,3rd Class Passenger,36209£7 14s 6d,Queenstown,,
"SCARROTT, Mr Joseph George",33,Deck Crew,,Southampton,Able Seaman,14
"SCAVINO, Sig. Candido",42,Restaurant Staff,,Southampton,Carver,
"SCHABERT, Mrs Emma",35,1st Class Passenger,13236£57 15s,Cherbourg,,11
"SCHEERLINCK, Mr Jean",29,3rd Class Passenger,345779£9 10s,Southampton,,
"SCHMIDT, Mr Augustus",22,2nd Class Passenger,248659£13,Southampton,,
"SCOTT, Mr John",20,Victualling Crew,,Southampton,Assistant boots steward (1st Class),
"SCOTT, Mr Frederick William",28,Engineering Crew,,Southampton,Greaser,4
"SCOTT, Mr Archibald",42,Engineering Crew,,Southampton,Fireman,
"SCOVELL, Mr Robert",55,Victualling Crew,,Southampton,Saloon Steward (2nd class),
"SDYCOFF, Mr Todor",42,3rd Class Passenger,349222£7 17s 11d,Southampton,,
"SEDGWICK, Mr Charles Frederick Waddington",28,2nd Class Passenger,244361£13,Southampton,,
"SEDUNARY, Mr Samuel Francis",25,Victualling Crew,,Southampton,Second third class steward,
"SELF, Mr Alfred Henry",39,Engineering Crew,,Southampton,Greaser,
"SELF, Mr Albert Charles Edward",24,Engineering Crew,,Southampton,Fireman,
"SEMAN, Master Betros",10,3rd Class Passenger,2622£4 3d,Cherbourg,,
"SENIOR, Mr Harry",31,Engineering Crew,,Southampton,Fireman,B 
"SERREPLAÀ, Miss Augusta Jeanne",30,1st Class PassengerServant,113798£31,Southampton,Personal Maid,4
"SESIA, Sig. Giacomo",24,Restaurant Staff,,Southampton,Waiter,
"SEWARD, Mr Frederic Kimber",34,1st Class Passenger,113794£26 11s,Southampton,Lawyer,7
"SEWARD, Mr Wilfred Deable",25,Victualling Crew,,Southampton,Chief Pantry Steward (2nd Class),3
"SHANNON, Mr David McKay",33,Engineering Crew(Delivery trip only),,Belfast,Trimmer,
"SHANNON, Mr Andrew John",35,3rd Class Passenger,370160,Southampton,Seaman,
"SHARP, Mr Percival",29,2nd Class Passenger,244358£26,Southampton,,
"SHAUGHNESSY, Mr Patrick",25,3rd Class Passenger,370374£7 15s,Queenstown,Farm Labourer,
"SHAW, Mr James",40,Engineering CrewDeserted,,Southampton,Fireman,
"SHAW, Mr Henry",41,Victualling Crew,,Southampton,Kitchen Porter,
"SHAW, Mr Andrew",37,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"SHEA, Mr John Joseph",39,Victualling Crew,,Belfast,Saloon Steward (1st class),[11]
"SHEA, Mr Thomas",32,Engineering Crew,,Southampton,Fireman,
"SHEATH, Mr Frederick",20,Engineering Crew,,Southampton,Trimmer,1
"SHELLARD, Mr Frederick Blainey",55,3rd Class Passenger,6212£15 2s,Southampton,Painter & Decorator,
"SHELLEY, Mrs Imanita Parrish",24,2nd Class Passenger,230433£26,Southampton,,12
"SHEPHERD, Mr Jonathan",32,Engineering Crew,,Southampton,Junior Assistant 2nd. Engineer,
"SHIERS, Mr Alfred Charles",25,Engineering Crew,,Southampton,Fireman,5
"SHIH?B, Mr Al-Am?r F?ris",26,3rd Class Passenger,2631£7 4s 6d,Cherbourg,General Labourer,
"SHILLABEER, Mr Charles Frederick",19,Engineering Crew,,Southampton,Trimmer,[195]
"SHINE, Miss Ellen",20,3rd Class Passenger,330968£7 16s 7d,Queenstown,,
"SHORNEY, Mr Charles Joseph",22,3rd Class Passenger,374910£8 1s,Southampton,Valet,
"SHULVER, Mr Christopher Arthur",28,Engineering Crew,,Southampton,Fireman,
"SHUTES, Miss Elizabeth Weed",40,1st Class PassengerServant,17582£153 9s 3d,Southampton,Governess,3* 
"SIEBERT, Mr Sidney Conrad",29,Victualling Crew,,Belfast,Bed Room Steward,4
"SILVÉN, Miss Lyyli Karoliina",17,2nd Class Passenger,250652£13,Southampton,,12
"SILVERTHORNE, Mr Spencer Victor",35,1st Class Passenger,17475£26 5s 9d,Southampton,,5
"SILVEY, Mr William Baird",51,1st Class Passenger,13507£55 18s,Cherbourg,Businessman,
"SILVEY, Mrs Alice Gray",39,1st Class Passenger,13507£55 18s,Cherbourg,,11
"SIMMONS, Mr Andrew George James",31,Victualling Crew,,Southampton,Scullion,
"SIMMONS, Mr Frederick Charles",24,Victualling Crew,,Southampton,Saloon Steward,
"SIMMONS, Mr William Simon Catcott",37,Victualling Crew,,Southampton,Passage Cook,
"SIMMONS, Mr John",40,3rd Class Passenger,392082£8 1s,Southampton,General Labourer,
"SIMMS, Mr William",38,Engineering Crew(Delivery trip only),,Belfast,Trimmer,
"SIMONIUS-BLUMER, Mr Colonel (Oberst) Alfons",56,1st Class Passenger,13213£35 10s,Southampton,Banker,3* 
"SIMPSON, Dr John Edward",37,Deck Crew,,Southampton,Assistant Surgeon,
"SIMS, Mr W.",30,Engineering CrewLeft with Consent,,Southampton,Fireman,
"SINCOCK, Miss Maude",20,2nd Class Passenger,33112£36 15s,Southampton,,
"SINKKONEN, Miss Anna",30,2nd Class Passenger,250648£13,Southampton,,
"SIRAGANIAN, Mr Arsen",22,3rd Class Passenger,2669£7 4s 7d,Cherbourg,Farmer,
"SIROTA, Mr Morris",19,3rd Class Passenger,392092£8 1s,Southampton,Tailor,
"SIVI?, Mr Husein",40,3rd Class Passenger,349251£7 17s 11d,Southampton,General Labourer,
"SIVIER, Mr William",23,Victualling Crew,,Southampton,Steward (3rd Class),
"SIVOLA, Mr Antti Wilhelm",21,3rd Class Passenger,3101280£7 18s 6d,Southampton,General Labourer,
"SJÖBLOM, Miss Anna Sofia",18,3rd Class Passenger,3101265£6 9s 11d,Southampton,,
"SJÖSTEDT, Mr Ernst Adolf",59,2nd Class Passenger,237442£13 10s,Southampton,,
"SKEATES, Mr William",23,Engineering Crew,,Southampton,Trimmer,
"SKINNER, Mr Edward",41,Victualling Crew,,Belfast,Saloon Steward (1st class),
"SKOOG, Mr Wilhelm Johansson",40,3rd Class Passenger,347088£27 18s,Southampton,General Labourer,
"SKOOG, Mrs Anna Bernhardina",43,3rd Class Passenger,347088£27 18s,Southampton,,
"SKOOG, Master Karl Thorsten",11,3rd Class Passenger,347088£27 18s,Southampton,,
"SKOOG, Master Harald",5,3rd Class Passenger,347088£27 18s,Southampton,,
"SKOOG, Miss Mabel",9,3rd Class Passenger,347088£27 18s,Southampton,,
"SKOOG, Miss Margit Elizabeth",2,3rd Class Passenger,347088£27 18s,Southampton,,
"SLABENOFF, Mr Petco",42,3rd Class Passenger,349214£7 17s 11d,Southampton,General Labourer,
"SLADE, Mr Alfred Edward",25,Engineering CrewDeserted,,Southampton,Fireman,
"SLADE, Mr Bertram",28,Engineering CrewDeserted,,Southampton,Fireman,
"SLADE, Mr Thomas",28,Engineering CrewDeserted,,Southampton,Fireman,
"SLAYTER, Miss Hilda Mary",30,2nd Class Passenger,234818£12 7s,Queenstown,,13
"SLEMEN, Mr Richard James",35,2nd Class Passenger,28206£10 10s,Southampton,Journeyman carpenter,
"SLIGHT, Mr Harry John",33,Victualling Crew,,Southampton,3rd Class Steward,
"SLIGHT, Mr William Henry James",36,Victualling Crew,,Belfast,Larder Cook,
"SLOAN, Mr Thomas",,Deck Crew(Delivery trip only),,Belfast,Boatswain,
"SLOAN, Miss Mary Jane",45,Victualling Crew,,Southampton,Stewardess,12
"SLOAN, Mr Peter",31,Engineering Crew,,Belfast,Chief Electrician,
"SLOCOMBE, Mrs Maude Louise",30,Victualling Crew,,Southampton,Turkish Bath Stewardess,11
"SLOCOVSKI, Mr Selman Francis",20,3rd Class Passenger,392086£8 1s,Southampton,Merchant,
"SLOPER, Mr William Thompson",28,1st Class Passenger,113788£35 10s,Southampton,Stockbroker,7
"SMALL, Mr William McMillan",42,Engineering Crew,,Southampton,Leading Fireman,
"SMART, Mr John Montgomery",56,1st Class Passenger,113792£26 11s,Southampton,,
"SMILJANI?, Mr Mile",37,3rd Class Passenger,315037£8 13s 3d,Southampton,Farm Labourer,
"SMILLIE, Mr John Downing",28,Victualling Crew,,Belfast,Saloon Steward,[91]
"SMITH, Mr James Clinch",56,1st Class Passenger,17764£30 13s 11d,Cherbourg,Military,
"SMITH, Mr Richard William",57,1st Class Passenger,113056£26,Southampton,,
"SMITH, Mr Lucian Philip",24,1st Class Passenger,13695£60,Cherbourg,,
"SMITH, Mrs Mary Eloise",18,1st Class Passenger,13695£60,Cherbourg,,6
"SMITH, Miss Marion",49,2nd Class Passenger,31418£13,Southampton,,
"SMITH, Mr Charles Henry James",45,Victualling Crew,,Southampton,Kitchen Porter,
"SMITH, Mr Charles Edwin",38,Victualling Crew,,Southampton,2nd Class Bedroom Steward,[329]
"SMITH, Mr James William",24,Victualling Crew,,Southampton,Assistant baker,
"SMITH, Mr John Richard Jago",35,Victualling CrewPostal Clerk,,Southampton,Postal Clerk / Postman,
"SMITH, Miss Kate Elizabeth",45,Victualling Crew,,Southampton,Stewardess,
"SMITH, Mr Reginald George",33,Victualling Crew,,Southampton,Saloon Steward (1st class),
"SMITH, Captain Edward John",62,Deck CrewTitanic Officers,,Southampton,Master,
"SMITH, Mr William",26,Deck Crew,,Southampton,Seaman,
"SMITH, Mr Ernest George",27,Engineering Crew,,Southampton,Trimmer,
"SMITH, Mr James Muil",39,Engineering Crew,,Belfast,Junior 4th. Engineer,
"SMITH, Mr Joseph",25,Engineering Crew(Delivery trip only),,Belfast,Trimmer,
"SMITH, Mr Walter",44,Deck Crew(Delivery trip only),,Belfast,Able Seaman,
"SMITHER, Mr Harry James",22,Engineering Crew,,Southampton,Fireman,
"SMYTH, Mr John Patrick",35,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"SMYTH, Mr Thomas",26,3rd Class Passenger,384461£7 15s,Queenstown,,
"SMYTH, Miss Julia",18,3rd Class Passenger,335432£7 14s 8d,Queenstown,,13* 
"SNAPE, Mrs Lucy Violet",22,Victualling Crew,,Southampton,Stewardess,
"SNELLGROVE, Mr George",41,Engineering Crew,,Southampton,Fireman,
"SNOOK, Mr William Henry",25,Engineering Crew,,Southampton,Trimmer,
"SNOW, Mr Eustace Philip",21,Engineering Crew,,Southampton,Trimmer,B* 
"SNYDER, Mr John Pillsbury",24,1st Class Passenger,21228£82 5s 4d,Southampton,,7
"SNYDER, Mrs Nelle",23,1st Class Passenger,21228£82 5s 4d,Southampton,,7
"SOBEY, Mr Samuel James Hayden",25,2nd Class Passenger,29178£13,Southampton,Quarryman,
"SOMERTON, Mr Francis William",30,3rd Class Passenger,18509£8 1s,Southampton,,
"SPARKMAN, Mr Henry William",36,Engineering Crew,,Southampton,Fireman,
"SPECTOR, Mr Woolf",23,3rd Class Passenger,3236£8 1s,Southampton,Cabinet Maker,
"SPEDDEN, Mr Frederic Oakley",45,1st Class Passenger,16966£134 10s,Cherbourg,,3
"SPEDDEN, Mrs Margaretta Corning",39,1st Class Passenger,16966£134 10s,Cherbourg,,3
"SPEDDEN, Master Robert Douglas",6,1st Class Passenger,16966£134 10s,Cherbourg,,3
"SPENCER, Mr William Augustus",57,1st Class Passenger,17569£146 10s 5d,Cherbourg,,
"SPENCER, Mrs Marie Eugenie",48,1st Class Passenger,17569£146 10s 5d,Cherbourg,,
"SPINNER, Mr Henry John",31,3rd Class Passenger,369943£8 1s,Southampton,Glove Cutter,
"STAGG, Mr John Henry",38,Victualling Crew,,Southampton,Saloon Steward,
"STÄHELIN-MAEGLIN, Dr Max",32,1st Class Passenger,13214£30 10s,Southampton,Lawyer,3* 
"STANBROOK, Mr Augustus George",31,Engineering Crew,,Southampton,Fireman,[316]
"STANEFF, Mr Ivan",23,3rd Class Passenger,349208£7 17s 11d,Southampton,General Labourer,
"STANKOVI?, Mr Ivan",33,3rd Class Passenger,349239£8 13s 9d,Cherbourg,General Labourer,
"STANLEY, Miss Amy Zillah Elsie",24,3rd Class Passenger,2314£7 11s,Southampton,Servant,
"STANLEY, Mr Rowland Edwin",22,3rd Class Passenger,45380£8 1s,Southampton,Porter,
"STANTON, Mr Samuel Ward",42,2nd Class Passenger,237734£15 11d,Cherbourg,Artist,
"STAP, Miss Sarah Agnes",47,Victualling Crew,,Southampton,Stewardess,11
"STARKEY, Mr Henry",48,Deck Crew(Delivery trip only),,Belfast,Able Seaman,
"STEAD, Mr William Thomas",62,1st Class Passenger,113514£26 11s,Southampton,Journalist,
"STEBBINGS, Mr Sydney Frederick",36,Victualling Crew,,Belfast,Chief Boots Steward (1st Class),
"STEEL, Mr Robert Edward",30,Engineering CrewSubstitute Crew,,Southampton,Trimmer,
"STENGEL, Mr Charles Emil Henry",54,1st Class Passenger,11778£55 8s 10d,Cherbourg,Businessman,1
"STENGEL, Mrs Annie May",43,1st Class Passenger,11778£55 8s 10d,Cherbourg,,5
"STEPHENSON, Mrs Martha",52,1st Class Passenger,36947£78 5s 4d,Cherbourg,,4
"STEVENS, Mr George",,1st Class PassengerCross Channel Passenger,50£1 10s,Southampton,,
"STEVENSON, Mr John",49,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"STEVENSON, Mr James",46,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"STEVENSON, Mr Andrew",28,Engineering Crew(Delivery trip only),,Belfast,Trimmer,
"STEWART, Mr Albert Ankeny",64,1st Class Passenger,17605£27 14s 5d,Cherbourg,Businessman,
"STEWART, Mr John",28,Victualling Crew,,Belfast,Verandah Steward,15
"STEWART, Mr John Francis Croker",30,Engineering Crew(Delivery trip only),,Belfast,Trimmer,
"STEWART, Mr Matthew",25,Engineering Crew(Delivery trip only),,Belfast,Trimmer,
"STOCKER, Mr Henry Dorey",20,Engineering Crew,,Southampton,Trimmer,
"STOKES, Mr Philip Joseph",24,2nd Class Passenger,13540£10 10s,Southampton,Bricklayer,[81]
"STONE, Mrs Martha Evelyn",61,1st Class Passenger,113572£80,Southampton,,6
"STONE, Mr Edmund",33,Victualling Crew,,Southampton,1st Class Bedroom Steward,[41]
"STONE, Mr Edward Thomas",29,Victualling Crew,,Southampton,Bedroom Steward (2nd class),[243]
"STOREY, Mr Thomas",59,3rd Class Passenger,370160,Southampton,Seaman,[261]
"STOYTCHEFF, Mr Ilia",19,3rd Class Passenger,349205£7 17s 11d,Southampton,General Labourer,
"STRANDBERG, Miss Ida Sofia",22,3rd Class Passenger,7553£9 16s 9d,Southampton,,
"STRANDÉN, Mr Juho Niilosson",30,3rd Class Passenger,3101288£7 18s 6d,Southampton,,
"STRANGE, Mr Samuel",40,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"STRAUS, Mr Isidor",67,1st Class Passenger,17483£221 15s 7d,Southampton,Businessman,[96]
"STRAUS, Mrs Rosalie Ida",63,1st Class Passenger,17483£221 15s 7d,Southampton,,
"STREET, Mr Thomas Albert",25,Engineering Crew,,Southampton,Fireman,
"STRILI?, Mr Ivan",26,3rd Class Passenger,315083£8 13s 3d,Southampton,Farmer,
"STRÖM, Mrs Elna Matilda",29,3rd Class Passenger,347054£10 9s 3d,Southampton,,
"STRÖM, Miss Telma Matilda",2,3rd Class Passenger,347054£10 9s 3d,Southampton,,
"STROUD, Mr Edward Alfred Orlando",19,Victualling Crew,,Southampton,Saloon Steward (2nd class),
"STROUD, Mr Harry John",35,Victualling Crew,,Southampton,Saloon Steward,
"STRUGNELL, Mr John Herbert",34,Victualling Crew,,Belfast,Saloon Steward (1st class),
"STUBBINGS, Mr Harry Robert",31,Victualling Crew,,Belfast,2nd. Class Cook,
"STUBBS, Mr James Henry",28,Engineering Crew,,Southampton,Fireman,
"SUNDERLAND, Mr Victor Francis",20,3rd Class Passenger,392089£8 1s,Southampton,Farmer,B 
"SUNDMAN, Mr Johan Julian",45,3rd Class Passenger,3101269£7 18s 6d,Southampton,,15
"SUTEHALL, Mr Henry",25,3rd Class Passenger,392076£7 1s,Southampton,Coach Trimmer,
"SUTTON, Mr Frederick",61,1st Class Passenger,36963£32 6s 5d,Southampton,Property Developer / Real Estate,[46]
"SVENSSON, Mr Olof",24,3rd Class Passenger,350035£7 15s 11d,Southampton,Farmer,
"SVENSSON, Mr Johan",74,3rd Class Passenger,347060£7 15s 6d,Southampton,,
"SVENSSON, Mr Johan Cervin",14,3rd Class Passenger,7538£9 4s 6d,Southampton,,16* 
"SWAN, Mr William",48,Victualling Crew,,Belfast,1st Class Bedroom Steward,
"SWANE, Mr George",19,2nd Class PassengerServant,248734£13,Southampton,Chauffeur,[294]
"SWARBRICK, Mr William John",23,Engineering Crew(Delivery trip only),,Belfast,Fireman,
"SWARBRICK, Mr Joseph",20,Engineering Crew(Delivery trip only),,Belfast,Trimmer,
"SWEET, Mr George Frederick",14,2nd Class Passenger,220845£65,Southampton,Farm Labourer,
"SWIFT, Mrs Margaret Welles",46,1st Class Passenger,17466£25 18s 7d,Southampton,,8
"SYMONDS, Mr John Crane",44,Victualling Crew,,Belfast,Saloon Steward,
"SYMONS, Mr George Thomas Macdonald",24,Deck Crew,,Southampton,Lookout,1
"SÆTHER, Mr Simon Sivertsen",43,3rd Class Passenger,3101262£7 5s,Southampton,Miner,[32]
